,Currency,Exchange,day,month,year
5807,AUD,1.2812,7,3,2018
5808,EUR,0.8053,7,3,2018
5809,GBP,0.7209,7,3,2018
5810,USD,1.0,8,3,2018
5811,CAD,1.2917,8,3,2018
5812,AUD,1.2811,8,3,2018
5813,EUR,0.8051,8,3,2018
5814,GBP,0.7203,8,3,2018
5815,USD,1.0,9,3,2018
5816,CAD,1.2894,9,3,2018
5817,AUD,1.2832,9,3,2018
5818,EUR,0.8136,9,3,2018
5819,GBP,0.7232,9,3,2018
5820,USD,1.0,10,3,2018
5821,CAD,1.2894,10,3,2018
5822,AUD,1.2832,10,3,2018
5823,EUR,0.8136,10,3,2018
5824,GBP,0.7232,10,3,2018
5825,USD,1.0,11,3,2018
5826,CAD,1.2894,11,3,2018
5827,AUD,1.2832,11,3,2018
5828,EUR,0.8136,11,3,2018
5829,GBP,0.7232,11,3,2018
5830,USD,1.0,12,3,2018
5831,CAD,1.2829,12,3,2018
5832,AUD,1.2714,12,3,2018
5833,EUR,0.8129,12,3,2018
5834,GBP,0.7201,12,3,2018
5835,USD,1.0,13,3,2018
5836,CAD,1.2837,13,3,2018
5837,AUD,1.267,13,3,2018
5838,EUR,0.8079,13,3,2018
5839,GBP,0.7162,13,3,2018
5840,USD,1.0,14,3,2018
5841,CAD,1.293,14,3,2018
5842,AUD,1.2648,14,3,2018
5843,EUR,0.8085,14,3,2018
5844,GBP,0.7165,14,3,2018
5845,USD,1.0,15,3,2018
5846,CAD,1.2985,15,3,2018
5847,AUD,1.275,15,3,2018
5848,EUR,0.8103,15,3,2018
5849,GBP,0.717,15,3,2018
5850,USD,1.0,16,3,2018
5851,CAD,1.3078,16,3,2018
5852,AUD,1.2893,16,3,2018
5853,EUR,0.8129,16,3,2018
5854,GBP,0.7174,16,3,2018
5855,USD,1.0,17,3,2018
5856,CAD,1.3078,17,3,2018
5857,AUD,1.2893,17,3,2018
5858,EUR,0.8129,17,3,2018
5859,GBP,0.7174,17,3,2018
5860,USD,1.0,18,3,2018
5861,CAD,1.3078,18,3,2018
5862,AUD,1.2893,18,3,2018
5863,EUR,0.8129,18,3,2018
5864,GBP,0.7174,18,3,2018
5865,USD,1.0,19,3,2018
5866,CAD,1.3084,19,3,2018
5867,AUD,1.2994,19,3,2018
5868,EUR,0.8124,19,3,2018
5869,GBP,0.7116,19,3,2018
5870,USD,1.0,20,3,2018
5871,CAD,1.3066,20,3,2018
5872,AUD,1.298,20,3,2018
5873,EUR,0.8146,20,3,2018
5874,GBP,0.7145,20,3,2018
5875,USD,1.0,21,3,2018
5876,CAD,1.298,21,3,2018
5877,AUD,1.3018,21,3,2018
5878,EUR,0.8139,21,3,2018
5879,GBP,0.7114,21,3,2018
5880,USD,1.0,22,3,2018
5881,CAD,1.2901,22,3,2018
5882,AUD,1.297,22,3,2018
5883,EUR,0.812,22,3,2018
5884,GBP,0.708,22,3,2018
5885,USD,1.0,23,3,2018
5886,CAD,1.2853,23,3,2018
5887,AUD,1.2942,23,3,2018
5888,EUR,0.81,23,3,2018
5889,GBP,0.707,23,3,2018
5890,USD,1.0,24,3,2018
5891,CAD,1.2853,24,3,2018
5892,AUD,1.2942,24,3,2018
5893,EUR,0.81,24,3,2018
5894,GBP,0.707,24,3,2018
5895,USD,1.0,25,3,2018
5896,CAD,1.2853,25,3,2018
5897,AUD,1.2942,25,3,2018
5898,EUR,0.81,25,3,2018
5899,GBP,0.707,25,3,2018
5900,USD,1.0,26,3,2018
5901,CAD,1.2889,26,3,2018
5902,AUD,1.293,26,3,2018
5903,EUR,0.8057,26,3,2018
5904,GBP,0.703,26,3,2018
5905,USD,1.0,27,3,2018
5906,CAD,1.2887,27,3,2018
5907,AUD,1.2985,27,3,2018
5908,EUR,0.808,27,3,2018
5909,GBP,0.7106,27,3,2018
5910,USD,1.0,28,3,2018
5911,CAD,1.2884,28,3,2018
5912,AUD,1.3012,28,3,2018
5913,EUR,0.8066,28,3,2018
5914,GBP,0.7066,28,3,2018
5915,USD,1.0,29,3,2018
5916,CAD,1.2901,29,3,2018
5917,AUD,1.3015,29,3,2018
5918,EUR,0.8116,29,3,2018
5919,GBP,0.7101,29,3,2018
5920,USD,1.0,30,3,2018
5921,CAD,1.2901,30,3,2018
5922,AUD,1.3015,30,3,2018
5923,EUR,0.8116,30,3,2018
5924,GBP,0.7101,30,3,2018
5925,USD,1.0,31,3,2018
5926,CAD,1.2901,31,3,2018
5927,AUD,1.3015,31,3,2018
5928,EUR,0.8116,31,3,2018
5929,GBP,0.7101,31,3,2018
5930,USD,1.0,1,4,2018
5931,CAD,1.2901,1,4,2018
5932,AUD,1.3015,1,4,2018
5933,EUR,0.8116,1,4,2018
5934,GBP,0.7101,1,4,2018
5935,USD,1.0,2,4,2018
5936,CAD,1.2901,2,4,2018
5937,AUD,1.3015,2,4,2018
5938,EUR,0.8116,2,4,2018
5939,GBP,0.7101,2,4,2018
5940,USD,1.0,3,4,2018
5941,CAD,1.2852,3,4,2018
5942,AUD,1.2995,3,4,2018
5943,EUR,0.8125,3,4,2018
5944,GBP,0.7111,3,4,2018
5945,USD,1.0,4,4,2018
5946,CAD,1.2835,4,4,2018
5947,AUD,1.3016,4,4,2018
5948,EUR,0.8146,4,4,2018
5949,GBP,0.7134,4,4,2018
5950,USD,1.0,5,4,2018
5951,CAD,1.2772,5,4,2018
5952,AUD,1.3002,5,4,2018
5953,EUR,0.8157,5,4,2018
5954,GBP,0.7128,5,4,2018
5955,USD,1.0,6,4,2018
5956,CAD,1.2792,6,4,2018
5957,AUD,1.3024,6,4,2018
5958,EUR,0.8174,6,4,2018
5959,GBP,0.7135,6,4,2018
5960,USD,1.0,7,4,2018
5961,CAD,1.2792,7,4,2018
5962,AUD,1.3024,7,4,2018
5963,EUR,0.8174,7,4,2018
5964,GBP,0.7135,7,4,2018
5965,USD,1.0,8,4,2018
5966,CAD,1.2792,8,4,2018
5967,AUD,1.3024,8,4,2018
5968,EUR,0.8174,8,4,2018
5969,GBP,0.7135,8,4,2018
5970,USD,1.0,9,4,2018
5971,CAD,1.2781,9,4,2018
5972,AUD,1.3045,9,4,2018
5973,EUR,0.8127,9,4,2018
5974,GBP,0.7078,9,4,2018
5975,USD,1.0,10,4,2018
5976,CAD,1.2657,10,4,2018
5977,AUD,1.2925,10,4,2018
5978,EUR,0.809,10,4,2018
5979,GBP,0.7053,10,4,2018
5980,USD,1.0,11,4,2018
5981,CAD,1.2617,11,4,2018
5982,AUD,1.2904,11,4,2018
5983,EUR,0.8075,11,4,2018
5984,GBP,0.7054,11,4,2018
5985,USD,1.0,12,4,2018
5986,CAD,1.2592,12,4,2018
5987,AUD,1.2897,12,4,2018
5988,EUR,0.8115,12,4,2018
5989,GBP,0.7039,12,4,2018
5990,USD,1.0,13,4,2018
5991,CAD,1.257,13,4,2018
5992,AUD,1.2829,13,4,2018
5993,EUR,0.8119,13,4,2018
5994,GBP,0.7015,13,4,2018
5995,USD,1.0,14,4,2018
5996,CAD,1.257,14,4,2018
5997,AUD,1.2829,14,4,2018
5998,EUR,0.8119,14,4,2018
5999,GBP,0.7015,14,4,2018
6000,USD,1.0,15,4,2018
6001,CAD,1.257,15,4,2018
6002,AUD,1.2829,15,4,2018
6003,EUR,0.8119,15,4,2018
6004,GBP,0.7015,15,4,2018
6005,USD,1.0,16,4,2018
6006,CAD,1.2608,16,4,2018
6007,AUD,1.2876,16,4,2018
6008,EUR,0.8084,16,4,2018
6009,GBP,0.699,16,4,2018
6010,USD,1.0,17,4,2018
6011,CAD,1.2552,17,4,2018
6012,AUD,1.2875,17,4,2018
6013,EUR,0.8093,17,4,2018
6014,GBP,0.6982,17,4,2018
6015,USD,1.0,18,4,2018
6016,CAD,1.257,18,4,2018
6017,AUD,1.2878,18,4,2018
6018,EUR,0.8072,18,4,2018
6019,GBP,0.7031,18,4,2018
6020,USD,1.0,19,4,2018
6021,CAD,1.2604,19,4,2018
6022,AUD,1.2835,19,4,2018
6023,EUR,0.8076,19,4,2018
6024,GBP,0.7024,19,4,2018
6025,USD,1.0,20,4,2018
6026,CAD,1.2639,20,4,2018
6027,AUD,1.2985,20,4,2018
6028,EUR,0.8124,20,4,2018
6029,GBP,0.7117,20,4,2018
6030,USD,1.0,21,4,2018
6031,CAD,1.2639,21,4,2018
6032,AUD,1.2985,21,4,2018
6033,EUR,0.8124,21,4,2018
6034,GBP,0.7117,21,4,2018
6035,USD,1.0,22,4,2018
6036,CAD,1.2639,22,4,2018
6037,AUD,1.2985,22,4,2018
6038,EUR,0.8124,22,4,2018
6039,GBP,0.7117,22,4,2018
6040,USD,1.0,23,4,2018
6041,CAD,1.2787,23,4,2018
6042,AUD,1.3082,23,4,2018
6043,EUR,0.8171,23,4,2018
6044,GBP,0.7161,23,4,2018
6045,USD,1.0,24,4,2018
6046,CAD,1.2824,24,4,2018
6047,AUD,1.3132,24,4,2018
6048,EUR,0.8188,24,4,2018
6049,GBP,0.7162,24,4,2018
6050,USD,1.0,25,4,2018
6051,CAD,1.2888,25,4,2018
6052,AUD,1.3228,25,4,2018
6053,EUR,0.8207,25,4,2018
6054,GBP,0.7171,25,4,2018
6055,USD,1.0,26,4,2018
6056,CAD,1.2835,26,4,2018
6057,AUD,1.3207,26,4,2018
6058,EUR,0.8218,26,4,2018
6059,GBP,0.7158,26,4,2018
6060,USD,1.0,27,4,2018
6061,CAD,1.2882,27,4,2018
6062,AUD,1.3235,27,4,2018
6063,EUR,0.8285,27,4,2018
6064,GBP,0.7266,27,4,2018
6065,USD,1.0,28,4,2018
6066,CAD,1.2882,28,4,2018
6067,AUD,1.3235,28,4,2018
6068,EUR,0.8285,28,4,2018
6069,GBP,0.7266,28,4,2018
6070,USD,1.0,29,4,2018
6071,CAD,1.2882,29,4,2018
6072,AUD,1.3235,29,4,2018
6073,EUR,0.8285,29,4,2018
6074,GBP,0.7266,29,4,2018
6075,USD,1.0,30,4,2018
6076,CAD,1.2867,30,4,2018
6077,AUD,1.3257,30,4,2018
6078,EUR,0.8279,30,4,2018
6079,GBP,0.7282,30,4,2018
6080,USD,1.0,1,5,2018
6081,CAD,1.2867,1,5,2018
6082,AUD,1.3257,1,5,2018
6083,EUR,0.8279,1,5,2018
6084,GBP,0.7282,1,5,2018
6085,USD,1.0,2,5,2018
6086,CAD,1.2827,2,5,2018
6087,AUD,1.3315,2,5,2018
6088,EUR,0.8328,2,5,2018
6089,GBP,0.7332,2,5,2018
6090,USD,1.0,3,5,2018
6091,CAD,1.2845,3,5,2018
6092,AUD,1.3281,3,5,2018
6093,EUR,0.8339,3,5,2018
6094,GBP,0.7353,3,5,2018
6095,USD,1.0,4,5,2018
6096,CAD,1.2875,4,5,2018
6097,AUD,1.3297,4,5,2018
6098,EUR,0.8355,4,5,2018
6099,GBP,0.7372,4,5,2018
6100,USD,1.0,5,5,2018
6101,CAD,1.2875,5,5,2018
6102,AUD,1.3297,5,5,2018
6103,EUR,0.8355,5,5,2018
6104,GBP,0.7372,5,5,2018
6105,USD,1.0,6,5,2018
6106,CAD,1.2875,6,5,2018
6107,AUD,1.3297,6,5,2018
6108,EUR,0.8355,6,5,2018
6109,GBP,0.7372,6,5,2018
6110,USD,1.0,7,5,2018
6111,CAD,1.2887,7,5,2018
6112,AUD,1.3344,7,5,2018
6113,EUR,0.8402,7,5,2018
6114,GBP,0.7395,7,5,2018
6115,USD,1.0,8,5,2018
6116,CAD,1.2972,8,5,2018
6117,AUD,1.342,8,5,2018
6118,EUR,0.8425,8,5,2018
6119,GBP,0.7408,8,5,2018
6120,USD,1.0,9,5,2018
6121,CAD,1.2879,9,5,2018
6122,AUD,1.3404,9,5,2018
6123,EUR,0.8418,9,5,2018
6124,GBP,0.7361,9,5,2018
6125,USD,1.0,10,5,2018
6126,CAD,1.2773,10,5,2018
6127,AUD,1.3357,10,5,2018
6128,EUR,0.8419,10,5,2018
6129,GBP,0.7393,10,5,2018
6130,USD,1.0,11,5,2018
6131,CAD,1.2734,11,5,2018
6132,AUD,1.324,11,5,2018
6133,EUR,0.8379,11,5,2018
6134,GBP,0.7374,11,5,2018
6135,USD,1.0,12,5,2018
6136,CAD,1.2734,12,5,2018
6137,AUD,1.324,12,5,2018
6138,EUR,0.8379,12,5,2018
6139,GBP,0.7374,12,5,2018
6140,USD,1.0,13,5,2018
6141,CAD,1.2734,13,5,2018
6142,AUD,1.324,13,5,2018
6143,EUR,0.8379,13,5,2018
6144,GBP,0.7374,13,5,2018
6145,USD,1.0,14,5,2018
6146,CAD,1.2764,14,5,2018
6147,AUD,1.3231,14,5,2018
6148,EUR,0.8342,14,5,2018
6149,GBP,0.7361,14,5,2018
6150,USD,1.0,15,5,2018
6151,CAD,1.2836,15,5,2018
6152,AUD,1.3344,15,5,2018
6153,EUR,0.8415,15,5,2018
6154,GBP,0.7397,15,5,2018
6155,USD,1.0,16,5,2018
6156,CAD,1.2866,16,5,2018
6157,AUD,1.3358,16,5,2018
6158,EUR,0.8486,16,5,2018
6159,GBP,0.7418,16,5,2018
6160,USD,1.0,17,5,2018
6161,CAD,1.2772,17,5,2018
6162,AUD,1.3283,17,5,2018
6163,EUR,0.8471,17,5,2018
6164,GBP,0.7399,17,5,2018
6165,USD,1.0,18,5,2018
6166,CAD,1.2795,18,5,2018
6167,AUD,1.3304,18,5,2018
6168,EUR,0.8488,18,5,2018
6169,GBP,0.7412,18,5,2018
6170,USD,1.0,19,5,2018
6171,CAD,1.2795,19,5,2018
6172,AUD,1.3304,19,5,2018
6173,EUR,0.8488,19,5,2018
6174,GBP,0.7412,19,5,2018
6175,USD,1.0,20,5,2018
6176,CAD,1.2795,20,5,2018
6177,AUD,1.3304,20,5,2018
6178,EUR,0.8488,20,5,2018
6179,GBP,0.7412,20,5,2018
6180,USD,1.0,21,5,2018
6181,CAD,1.2874,21,5,2018
6182,AUD,1.3283,21,5,2018
6183,EUR,0.8504,21,5,2018
6184,GBP,0.7453,21,5,2018
6185,USD,1.0,22,5,2018
6186,CAD,1.2774,22,5,2018
6187,AUD,1.3179,22,5,2018
6188,EUR,0.8479,22,5,2018
6189,GBP,0.7435,22,5,2018
6190,USD,1.0,23,5,2018
6191,CAD,1.2905,23,5,2018
6192,AUD,1.3276,23,5,2018
6193,EUR,0.8541,23,5,2018
6194,GBP,0.7512,23,5,2018
6195,USD,1.0,24,5,2018
6196,CAD,1.2885,24,5,2018
6197,AUD,1.3232,24,5,2018
6198,EUR,0.8527,24,5,2018
6199,GBP,0.7459,24,5,2018
6200,USD,1.0,25,5,2018
6201,CAD,1.2956,25,5,2018
6202,AUD,1.3211,25,5,2018
6203,EUR,0.8565,25,5,2018
6204,GBP,0.7498,25,5,2018
6205,USD,1.0,26,5,2018
6206,CAD,1.2956,26,5,2018
6207,AUD,1.3211,26,5,2018
6208,EUR,0.8565,26,5,2018
6209,GBP,0.7498,26,5,2018
6210,USD,1.0,27,5,2018
6211,CAD,1.2956,27,5,2018
6212,AUD,1.3211,27,5,2018
6213,EUR,0.8565,27,5,2018
6214,GBP,0.7498,27,5,2018
6215,USD,1.0,28,5,2018
6216,CAD,1.298,28,5,2018
6217,AUD,1.3234,28,5,2018
6218,EUR,0.8588,28,5,2018
6219,GBP,0.7512,28,5,2018
6220,USD,1.0,29,5,2018
6221,CAD,1.3028,29,5,2018
6222,AUD,1.3295,29,5,2018
6223,EUR,0.8652,29,5,2018
6224,GBP,0.754,29,5,2018
6225,USD,1.0,30,5,2018
6226,CAD,1.2975,30,5,2018
6227,AUD,1.3247,30,5,2018
6228,EUR,0.8597,30,5,2018
6229,GBP,0.7522,30,5,2018
6230,USD,1.0,31,5,2018
6231,CAD,1.2854,31,5,2018
6232,AUD,1.3175,31,5,2018
6233,EUR,0.8548,31,5,2018
6234,GBP,0.7495,31,5,2018
6235,USD,1.0,1,6,2018
6236,CAD,1.2976,1,6,2018
6237,AUD,1.3278,1,6,2018
6238,EUR,0.857,1,6,2018
6239,GBP,0.7514,1,6,2018
6240,USD,1.0,2,6,2018
6241,CAD,1.2976,2,6,2018
6242,AUD,1.3278,2,6,2018
6243,EUR,0.857,2,6,2018
6244,GBP,0.7514,2,6,2018
6245,USD,1.0,3,6,2018
6246,CAD,1.2976,3,6,2018
6247,AUD,1.3278,3,6,2018
6248,EUR,0.857,3,6,2018
6249,GBP,0.7514,3,6,2018
6250,USD,1.0,4,6,2018
6251,CAD,1.2906,4,6,2018
6252,AUD,1.3045,4,6,2018
6253,EUR,0.852,4,6,2018
6254,GBP,0.747,4,6,2018
6255,USD,1.0,5,6,2018
6256,CAD,1.2983,5,6,2018
6257,AUD,1.3135,5,6,2018
6258,EUR,0.8565,5,6,2018
6259,GBP,0.7485,5,6,2018
6260,USD,1.0,6,6,2018
6261,CAD,1.2877,6,6,2018
6262,AUD,1.306,6,6,2018
6263,EUR,0.85,6,6,2018
6264,GBP,0.7453,6,6,2018
6265,USD,1.0,7,6,2018
6266,CAD,1.2938,7,6,2018
6267,AUD,1.3059,7,6,2018
6268,EUR,0.8449,7,6,2018
6269,GBP,0.7445,7,6,2018
6270,USD,1.0,8,6,2018
6271,CAD,1.2995,8,6,2018
6272,AUD,1.3184,8,6,2018
6273,EUR,0.8508,8,6,2018
6274,GBP,0.7464,8,6,2018
6275,USD,1.0,9,6,2018
6276,CAD,1.2995,9,6,2018
6277,AUD,1.3184,9,6,2018
6278,EUR,0.8508,9,6,2018
6279,GBP,0.7464,9,6,2018
6280,USD,1.0,10,6,2018
6281,CAD,1.2995,10,6,2018
6282,AUD,1.3184,10,6,2018
6283,EUR,0.8508,10,6,2018
6284,GBP,0.7464,10,6,2018
6285,USD,1.0,11,6,2018
6286,CAD,1.3018,11,6,2018
6287,AUD,1.3148,11,6,2018
6288,EUR,0.8482,11,6,2018
6289,GBP,0.7479,11,6,2018
6290,USD,1.0,12,6,2018
6291,CAD,1.3009,12,6,2018
6292,AUD,1.3154,12,6,2018
6293,EUR,0.8483,12,6,2018
6294,GBP,0.748,12,6,2018
6295,USD,1.0,13,6,2018
6296,CAD,1.3017,13,6,2018
6297,AUD,1.3181,13,6,2018
6298,EUR,0.8501,13,6,2018
6299,GBP,0.7498,13,6,2018
6300,USD,1.0,14,6,2018
6301,CAD,1.2977,14,6,2018
6302,AUD,1.3226,14,6,2018
6303,EUR,0.8525,14,6,2018
6304,GBP,0.7475,14,6,2018
6305,USD,1.0,15,6,2018
6306,CAD,1.3128,15,6,2018
6307,AUD,1.3382,15,6,2018
6308,EUR,0.8624,15,6,2018
6309,GBP,0.753,15,6,2018
6310,USD,1.0,16,6,2018
6311,CAD,1.3128,16,6,2018
6312,AUD,1.3382,16,6,2018
6313,EUR,0.8624,16,6,2018
6314,GBP,0.753,16,6,2018
6315,USD,1.0,17,6,2018
6316,CAD,1.3128,17,6,2018
6317,AUD,1.3382,17,6,2018
6318,EUR,0.8624,17,6,2018
6319,GBP,0.753,17,6,2018
6320,USD,1.0,18,6,2018
6321,CAD,1.3181,18,6,2018
6322,AUD,1.3442,18,6,2018
6323,EUR,0.8611,18,6,2018
6324,GBP,0.7548,18,6,2018
6325,USD,1.0,19,6,2018
6326,CAD,1.3282,19,6,2018
6327,AUD,1.3608,19,6,2018
6328,EUR,0.867,19,6,2018
6329,GBP,0.7603,19,6,2018
6330,USD,1.0,20,6,2018
6331,CAD,1.3299,20,6,2018
6332,AUD,1.355,20,6,2018
6333,EUR,0.8637,20,6,2018
6334,GBP,0.759,20,6,2018
6335,USD,1.0,21,6,2018
6336,CAD,1.3331,21,6,2018
6337,AUD,1.3576,21,6,2018
6338,EUR,0.8667,21,6,2018
6339,GBP,0.7572,21,6,2018
6340,USD,1.0,22,6,2018
6341,CAD,1.3272,22,6,2018
6342,AUD,1.3462,22,6,2018
6343,EUR,0.8585,22,6,2018
6344,GBP,0.7526,22,6,2018
6345,USD,1.0,23,6,2018
6346,CAD,1.3272,23,6,2018
6347,AUD,1.3462,23,6,2018
6348,EUR,0.8585,23,6,2018
6349,GBP,0.7526,23,6,2018
6350,USD,1.0,24,6,2018
6351,CAD,1.3272,24,6,2018
6352,AUD,1.3462,24,6,2018
6353,EUR,0.8585,24,6,2018
6354,GBP,0.7526,24,6,2018
6355,USD,1.0,25,6,2018
6356,CAD,1.3284,25,6,2018
6357,AUD,1.3455,25,6,2018
6358,EUR,0.8547,25,6,2018
6359,GBP,0.7525,25,6,2018
6360,USD,1.0,26,6,2018
6361,CAD,1.3322,26,6,2018
6362,AUD,1.3518,26,6,2018
6363,EUR,0.8568,26,6,2018
6364,GBP,0.7553,26,6,2018
6365,USD,1.0,27,6,2018
6366,CAD,1.3295,27,6,2018
6367,AUD,1.3537,27,6,2018
6368,EUR,0.8609,27,6,2018
6369,GBP,0.7591,27,6,2018
6370,USD,1.0,28,6,2018
6371,CAD,1.3294,28,6,2018
6372,AUD,1.3622,28,6,2018
6373,EUR,0.8633,28,6,2018
6374,GBP,0.7642,28,6,2018
6375,USD,1.0,29,6,2018
6376,CAD,1.3246,29,6,2018
6377,AUD,1.3542,29,6,2018
6378,EUR,0.8578,29,6,2018
6379,GBP,0.76,29,6,2018
6380,USD,1.0,30,6,2018
6381,CAD,1.3246,30,6,2018
6382,AUD,1.3542,30,6,2018
6383,EUR,0.8578,30,6,2018
6384,GBP,0.76,30,6,2018
6385,USD,1.0,1,7,2018
6386,CAD,1.3246,1,7,2018
6387,AUD,1.3542,1,7,2018
6388,EUR,0.8578,1,7,2018
6389,GBP,0.76,1,7,2018
6390,USD,1.0,2,7,2018
6391,CAD,1.3182,2,7,2018
6392,AUD,1.3597,2,7,2018
6393,EUR,0.8592,2,7,2018
6394,GBP,0.7617,2,7,2018
6395,USD,1.0,3,7,2018
6396,CAD,1.3154,3,7,2018
6397,AUD,1.3511,3,7,2018
6398,EUR,0.8573,3,7,2018
6399,GBP,0.7574,3,7,2018
6400,USD,1.0,4,7,2018
6401,CAD,1.3147,4,7,2018
6402,AUD,1.354,4,7,2018
6403,EUR,0.859,4,7,2018
6404,GBP,0.7568,4,7,2018
6405,USD,1.0,5,7,2018
6406,CAD,1.313,5,7,2018
6407,AUD,1.3512,5,7,2018
6408,EUR,0.854,5,7,2018
6409,GBP,0.7542,5,7,2018
6410,USD,1.0,6,7,2018
6411,CAD,1.3133,6,7,2018
6412,AUD,1.3484,6,7,2018
6413,EUR,0.853,6,7,2018
6414,GBP,0.7557,6,7,2018
6415,USD,1.0,7,7,2018
6416,CAD,1.3133,7,7,2018
6417,AUD,1.3484,7,7,2018
6418,EUR,0.853,7,7,2018
6419,GBP,0.7557,7,7,2018
6420,USD,1.0,8,7,2018
6421,CAD,1.3133,8,7,2018
6422,AUD,1.3484,8,7,2018
6423,EUR,0.853,8,7,2018
6424,GBP,0.7557,8,7,2018
6425,USD,1.0,9,7,2018
6426,CAD,1.3076,9,7,2018
6427,AUD,1.3364,9,7,2018
6428,EUR,0.8482,9,7,2018
6429,GBP,0.7494,9,7,2018
6430,USD,1.0,10,7,2018
6431,CAD,1.3132,10,7,2018
6432,AUD,1.3437,10,7,2018
6433,EUR,0.8538,10,7,2018
6434,GBP,0.7542,10,7,2018
6435,USD,1.0,11,7,2018
6436,CAD,1.3141,11,7,2018
6437,AUD,1.3523,11,7,2018
6438,EUR,0.8522,11,7,2018
6439,GBP,0.754,11,7,2018
6440,USD,1.0,12,7,2018
6441,CAD,1.3183,12,7,2018
6442,AUD,1.3534,12,7,2018
6443,EUR,0.8578,12,7,2018
6444,GBP,0.7571,12,7,2018
6445,USD,1.0,13,7,2018
6446,CAD,1.3191,13,7,2018
6447,AUD,1.3539,13,7,2018
6448,EUR,0.8589,13,7,2018
6449,GBP,0.76,13,7,2018
6450,USD,1.0,14,7,2018
6451,CAD,1.3191,14,7,2018
6452,AUD,1.3539,14,7,2018
6453,EUR,0.8589,14,7,2018
6454,GBP,0.76,14,7,2018
6455,USD,1.0,15,7,2018
6456,CAD,1.3191,15,7,2018
6457,AUD,1.3539,15,7,2018
6458,EUR,0.8589,15,7,2018
6459,GBP,0.76,15,7,2018
6460,USD,1.0,16,7,2018
6461,CAD,1.3139,16,7,2018
6462,AUD,1.3458,16,7,2018
6463,EUR,0.8532,16,7,2018
6464,GBP,0.7532,16,7,2018
6465,USD,1.0,17,7,2018
6466,CAD,1.3157,17,7,2018
6467,AUD,1.3505,17,7,2018
6468,EUR,0.8542,17,7,2018
6469,GBP,0.7579,17,7,2018
6470,USD,1.0,18,7,2018
6471,CAD,1.3254,18,7,2018
6472,AUD,1.3603,18,7,2018
6473,EUR,0.8613,18,7,2018
6474,GBP,0.7675,18,7,2018
6475,USD,1.0,19,7,2018
6476,CAD,1.3247,19,7,2018
6477,AUD,1.3638,19,7,2018
6478,EUR,0.863,19,7,2018
6479,GBP,0.7706,19,7,2018
6480,USD,1.0,20,7,2018
6481,CAD,1.3233,20,7,2018
6482,AUD,1.3554,20,7,2018
6483,EUR,0.8569,20,7,2018
6484,GBP,0.7665,20,7,2018
6485,USD,1.0,21,7,2018
6486,CAD,1.3233,21,7,2018
6487,AUD,1.3554,21,7,2018
6488,EUR,0.8569,21,7,2018
6489,GBP,0.7665,21,7,2018
6490,USD,1.0,22,7,2018
6491,CAD,1.3233,22,7,2018
6492,AUD,1.3554,22,7,2018
6493,EUR,0.8569,22,7,2018
6494,GBP,0.7665,22,7,2018
6495,USD,1.0,23,7,2018
6496,CAD,1.3133,23,7,2018
6497,AUD,1.3504,23,7,2018
6498,EUR,0.8535,23,7,2018
6499,GBP,0.7611,23,7,2018
6500,USD,1.0,24,7,2018
6501,CAD,1.315,24,7,2018
6502,AUD,1.3495,24,7,2018
6503,EUR,0.8543,24,7,2018
6504,GBP,0.7618,24,7,2018
6505,USD,1.0,25,7,2018
6506,CAD,1.3123,25,7,2018
6507,AUD,1.3487,25,7,2018
6508,EUR,0.8554,25,7,2018
6509,GBP,0.7601,25,7,2018
6510,USD,1.0,26,7,2018
6511,CAD,1.3048,26,7,2018
6512,AUD,1.3479,26,7,2018
6513,EUR,0.8535,26,7,2018
6514,GBP,0.7584,26,7,2018
6515,USD,1.0,27,7,2018
6516,CAD,1.3069,27,7,2018
6517,AUD,1.3561,27,7,2018
6518,EUR,0.8602,27,7,2018
6519,GBP,0.7641,27,7,2018
6520,USD,1.0,28,7,2018
6521,CAD,1.3069,28,7,2018
6522,AUD,1.3561,28,7,2018
6523,EUR,0.8602,28,7,2018
6524,GBP,0.7641,28,7,2018
6525,USD,1.0,29,7,2018
6526,CAD,1.3069,29,7,2018
6527,AUD,1.3561,29,7,2018
6528,EUR,0.8602,29,7,2018
6529,GBP,0.7641,29,7,2018
6530,USD,1.0,30,7,2018
6531,CAD,1.3048,30,7,2018
6532,AUD,1.3518,30,7,2018
6533,EUR,0.8559,30,7,2018
6534,GBP,0.7623,30,7,2018
6535,USD,1.0,31,7,2018
6536,CAD,1.3035,31,7,2018
6537,AUD,1.3466,31,7,2018
6538,EUR,0.8521,31,7,2018
6539,GBP,0.7602,31,7,2018
6540,USD,1.0,1,8,2018
6541,CAD,1.3022,1,8,2018
6542,AUD,1.3481,1,8,2018
6543,EUR,0.855,1,8,2018
6544,GBP,0.7613,1,8,2018
6545,USD,1.0,2,8,2018
6546,CAD,1.3036,2,8,2018
6547,AUD,1.3584,2,8,2018
6548,EUR,0.8608,2,8,2018
6549,GBP,0.7674,2,8,2018
6550,USD,1.0,3,8,2018
6551,CAD,1.3018,3,8,2018
6552,AUD,1.3539,3,8,2018
6553,EUR,0.863,3,8,2018
6554,GBP,0.7685,3,8,2018
6555,USD,1.0,4,8,2018
6556,CAD,1.3018,4,8,2018
6557,AUD,1.3539,4,8,2018
6558,EUR,0.863,4,8,2018
6559,GBP,0.7685,4,8,2018
6560,USD,1.0,5,8,2018
6561,CAD,1.3018,5,8,2018
