,Order Number,Line Item,CustomerKey,StoreKey,ProductKey,Quantity,Currency,Order day,Order month,Order year
31139,31139,1492013,1,772646,0,484,2,EUR,31,1,2019
31140,31140,1492014,1,1096960,38,1380,1,GBP,31,1,2019
31141,31141,1492014,2,1096960,38,1337,1,GBP,31,1,2019
31142,31142,1492014,3,1096960,38,2398,1,GBP,31,1,2019
31143,31143,1492015,1,223761,10,2005,3,CAD,31,1,2019
31144,31144,1492015,2,223761,10,446,4,CAD,31,1,2019
31145,31145,1492015,3,223761,10,81,3,CAD,31,1,2019
31146,31146,1492015,4,223761,10,2489,1,CAD,31,1,2019
31147,31147,1492015,5,223761,10,2364,3,CAD,31,1,2019
31148,31148,1492016,1,1281023,57,1634,6,USD,31,1,2019
31149,31149,1492016,2,1281023,57,1777,3,USD,31,1,2019
31150,31150,1492016,3,1281023,57,653,9,USD,31,1,2019
31151,31151,1492016,4,1281023,57,1687,1,USD,31,1,2019
31152,31152,1492016,5,1281023,57,1807,10,USD,31,1,2019
31153,31153,1492016,6,1281023,57,126,7,USD,31,1,2019
31154,31154,1492017,1,825894,32,1417,2,EUR,31,1,2019
31155,31155,1492017,2,825894,32,1769,4,EUR,31,1,2019
31156,31156,1492017,3,825894,32,2115,6,EUR,31,1,2019
31157,31157,1492018,1,400009,20,1197,2,EUR,31,1,2019
31158,31158,1492018,2,400009,20,1640,8,EUR,31,1,2019
31159,31159,1492018,3,400009,20,109,4,EUR,31,1,2019
31160,31160,1492018,4,400009,20,1578,4,EUR,31,1,2019
31161,31161,1492019,1,651347,18,1674,2,EUR,31,1,2019
31162,31162,1492020,1,1823278,57,2131,4,USD,31,1,2019
31163,31163,1492021,1,333209,9,1746,2,CAD,31,1,2019
31164,31164,1492021,2,333209,9,1693,1,CAD,31,1,2019
31165,31165,1492021,3,333209,9,1598,3,CAD,31,1,2019
31166,31166,1492021,4,333209,9,420,3,CAD,31,1,2019
31167,31167,1492022,1,1564649,50,1787,2,USD,31,1,2019
31168,31168,1492022,2,1564649,50,2505,6,USD,31,1,2019
31169,31169,1492024,1,1459686,0,430,1,USD,31,1,2019
31170,31170,1492025,1,355632,8,1590,1,CAD,31,1,2019
31171,31171,1492026,1,1531565,61,1138,5,USD,31,1,2019
31172,31172,1492027,1,1778282,45,1459,3,USD,31,1,2019
31173,31173,1492027,2,1778282,45,1930,2,USD,31,1,2019
31174,31174,1492027,3,1778282,45,667,3,USD,31,1,2019
31175,31175,1492027,4,1778282,45,1603,8,USD,31,1,2019
31176,31176,1492028,1,2087843,64,845,1,USD,31,1,2019
31177,31177,1492029,1,1621370,53,170,5,USD,31,1,2019
31178,31178,1492030,1,1534242,47,1743,3,USD,31,1,2019
31179,31179,1492030,2,1534242,47,54,3,USD,31,1,2019
31180,31180,1492031,1,1553334,0,1930,1,USD,31,1,2019
31181,31181,1492031,2,1553334,0,2413,7,USD,31,1,2019
31182,31182,1492032,1,1263798,65,1462,2,USD,31,1,2019
31183,31183,1492032,2,1263798,65,64,3,USD,31,1,2019
31184,31184,1492033,1,1501443,55,88,2,USD,31,1,2019
31185,31185,1492034,1,1562806,47,1841,1,USD,31,1,2019
31186,31186,1492034,2,1562806,47,1638,1,USD,31,1,2019
31187,31187,1492034,3,1562806,47,1823,5,USD,31,1,2019
31188,31188,1492034,4,1562806,47,1699,1,USD,31,1,2019
31189,31189,1493000,1,1570164,0,1675,2,USD,1,2,2019
31190,31190,1493000,2,1570164,0,2239,2,USD,1,2,2019
31191,31191,1493001,1,821074,33,1706,10,EUR,1,2,2019
31192,31192,1493001,2,821074,33,2018,2,EUR,1,2,2019
31193,31193,1493001,3,821074,33,417,1,EUR,1,2,2019
31194,31194,1493001,4,821074,33,1673,3,EUR,1,2,2019
31195,31195,1493002,1,624165,13,1533,2,EUR,1,2,2019
31196,31196,1493003,1,2002810,56,1747,7,USD,1,2,2019
31197,31197,1493004,1,1278242,49,1673,6,USD,1,2,2019
31198,31198,1493005,1,2082991,0,1018,4,USD,1,2,2019
31199,31199,1493005,2,2082991,0,1572,2,USD,1,2,2019
31200,31200,1493006,1,1067702,37,1311,4,GBP,1,2,2019
31201,31201,1493006,2,1067702,37,1665,5,GBP,1,2,2019
31202,31202,1493006,3,1067702,37,1634,4,GBP,1,2,2019
31203,31203,1493007,1,224376,10,2159,2,CAD,1,2,2019
31204,31204,1493008,1,1282455,53,1448,6,USD,1,2,2019
31205,31205,1493008,2,1282455,53,1670,1,USD,1,2,2019
31206,31206,1493009,1,1928421,48,73,1,USD,1,2,2019
31207,31207,1493009,2,1928421,48,1582,2,USD,1,2,2019
31208,31208,1493009,3,1928421,48,1524,3,USD,1,2,2019
31209,31209,1493011,1,1781953,44,853,5,USD,1,2,2019
31210,31210,1493011,2,1781953,44,692,1,USD,1,2,2019
31211,31211,1493012,1,1046802,40,1573,10,GBP,1,2,2019
31212,31212,1493012,2,1046802,40,2109,8,GBP,1,2,2019
31213,31213,1493012,3,1046802,40,24,3,GBP,1,2,2019
31214,31214,1493013,1,202220,8,2512,4,CAD,1,2,2019
31215,31215,1493013,2,202220,8,1495,2,CAD,1,2,2019
31216,31216,1493013,3,202220,8,1663,2,CAD,1,2,2019
31217,31217,1493013,4,202220,8,1807,3,CAD,1,2,2019
31218,31218,1493014,1,1276810,48,1737,4,USD,1,2,2019
31219,31219,1493014,2,1276810,48,556,2,USD,1,2,2019
31220,31220,1493014,3,1276810,48,1632,1,USD,1,2,2019
31221,31221,1493014,4,1276810,48,1014,1,USD,1,2,2019
31222,31222,1493014,5,1276810,48,436,1,USD,1,2,2019
31223,31223,1493015,1,1930815,61,1602,2,USD,1,2,2019
31224,31224,1493016,1,1503418,55,2476,4,USD,1,2,2019
31225,31225,1493016,2,1503418,55,1572,5,USD,1,2,2019
31226,31226,1493016,3,1503418,55,149,1,USD,1,2,2019
31227,31227,1493016,4,1503418,55,2061,3,USD,1,2,2019
31228,31228,1493017,1,1415607,0,1661,1,USD,1,2,2019
31229,31229,1493017,2,1415607,0,2091,3,USD,1,2,2019
31230,31230,1493017,3,1415607,0,1985,10,USD,1,2,2019
31231,31231,1493018,1,56999,1,692,1,AUD,1,2,2019
31232,31232,1493018,2,56999,1,1651,1,AUD,1,2,2019
31233,31233,1493018,3,56999,1,128,2,AUD,1,2,2019
31234,31234,1493018,4,56999,1,1344,10,AUD,1,2,2019
31235,31235,1493019,1,1751918,55,1737,3,USD,1,2,2019
31236,31236,1493020,1,420053,21,500,2,EUR,1,2,2019
31237,31237,1493020,2,420053,21,1730,8,EUR,1,2,2019
31238,31238,1493021,1,1842681,0,99,1,USD,1,2,2019
31239,31239,1493021,2,1842681,0,443,1,USD,1,2,2019
31240,31240,1493022,1,1380600,0,669,1,USD,1,2,2019
31241,31241,1493022,2,1380600,0,1361,5,USD,1,2,2019
31242,31242,1493022,3,1380600,0,73,4,USD,1,2,2019
31243,31243,1493023,1,2026106,55,518,2,USD,1,2,2019
31244,31244,1494000,1,1482513,64,1764,2,USD,2,2,2019
31245,31245,1494001,1,419225,0,1760,5,EUR,2,2,2019
31246,31246,1494001,2,419225,0,6,2,EUR,2,2,2019
31247,31247,1494002,1,1551066,44,1693,9,USD,2,2,2019
31248,31248,1494004,1,1979879,45,42,2,USD,2,2,2019
31249,31249,1494005,1,1780459,0,1934,2,USD,2,2,2019
31250,31250,1494005,2,1780459,0,88,2,USD,2,2,2019
31251,31251,1494007,1,2055764,0,143,4,USD,2,2,2019
31252,31252,1494008,1,1406178,53,92,1,USD,2,2,2019
31253,31253,1494009,1,1947606,0,53,3,USD,2,2,2019
31254,31254,1494009,2,1947606,0,349,1,USD,2,2,2019
31255,31255,1494010,1,1251726,0,347,2,USD,2,2,2019
31256,31256,1494010,2,1251726,0,120,3,USD,2,2,2019
31257,31257,1494010,3,1251726,0,54,1,USD,2,2,2019
31258,31258,1494011,1,1851335,0,1648,3,USD,2,2,2019
31259,31259,1494011,2,1851335,0,87,2,USD,2,2,2019
31260,31260,1494011,3,1851335,0,1755,1,USD,2,2,2019
31261,31261,1494013,1,1112419,42,934,1,GBP,2,2,2019
31262,31262,1494013,2,1112419,42,1640,3,GBP,2,2,2019
31263,31263,1494013,3,1112419,42,1458,1,GBP,2,2,2019
31264,31264,1494013,4,1112419,42,76,4,GBP,2,2,2019
31265,31265,1494014,1,1738064,43,703,1,USD,2,2,2019
31266,31266,1494014,2,1738064,43,1788,2,USD,2,2,2019
31267,31267,1494014,3,1738064,43,2040,2,USD,2,2,2019
31268,31268,1494014,4,1738064,43,1463,1,USD,2,2,2019
31269,31269,1494014,5,1738064,43,111,7,USD,2,2,2019
31270,31270,1494014,6,1738064,43,1435,1,USD,2,2,2019
31271,31271,1494015,1,1407506,0,1489,3,USD,2,2,2019
31272,31272,1494015,2,1407506,0,1455,6,USD,2,2,2019
31273,31273,1494015,3,1407506,0,783,2,USD,2,2,2019
31274,31274,1494016,1,1860085,45,1582,2,USD,2,2,2019
31275,31275,1494016,2,1860085,45,1305,7,USD,2,2,2019
31276,31276,1494016,3,1860085,45,95,3,USD,2,2,2019
31277,31277,1494017,1,1272497,44,1722,2,USD,2,2,2019
31278,31278,1494017,2,1272497,44,1247,1,USD,2,2,2019
31279,31279,1494018,1,1921863,44,1597,7,USD,2,2,2019
31280,31280,1494019,1,1012052,40,2088,2,GBP,2,2,2019
31281,31281,1494019,2,1012052,40,1637,1,GBP,2,2,2019
31282,31282,1494020,1,1819252,0,104,1,USD,2,2,2019
31283,31283,1494020,2,1819252,0,1822,4,USD,2,2,2019
31284,31284,1494021,1,1342539,61,850,6,USD,2,2,2019
31285,31285,1494022,1,1345643,0,821,1,USD,2,2,2019
31286,31286,1494023,1,226833,9,429,3,CAD,2,2,2019
31287,31287,1494023,2,226833,9,1442,3,CAD,2,2,2019
31288,31288,1494023,3,226833,9,1615,4,CAD,2,2,2019
31289,31289,1494023,4,226833,9,81,8,CAD,2,2,2019
31290,31290,1494023,5,226833,9,444,4,CAD,2,2,2019
31291,31291,1494024,1,1795690,0,1582,2,USD,2,2,2019
31292,31292,1494025,1,1347884,55,1688,3,USD,2,2,2019
31293,31293,1494025,2,1347884,55,1621,8,USD,2,2,2019
31294,31294,1494025,3,1347884,55,1607,4,USD,2,2,2019
31295,31295,1494025,4,1347884,55,1558,9,USD,2,2,2019
31296,31296,1494026,1,795665,0,1319,3,EUR,2,2,2019
31297,31297,1494027,1,1691683,0,95,2,USD,2,2,2019
31298,31298,1494028,1,343285,9,183,2,CAD,2,2,2019
31299,31299,1494029,1,907297,40,1317,1,GBP,2,2,2019
31300,31300,1494030,1,1047050,36,528,1,GBP,2,2,2019
31301,31301,1494031,1,1212939,0,1810,7,USD,2,2,2019
31302,31302,1494031,2,1212939,0,971,1,USD,2,2,2019
31303,31303,1494032,1,1287862,0,1197,4,USD,2,2,2019
31304,31304,1494032,2,1287862,0,647,1,USD,2,2,2019
31305,31305,1494032,3,1287862,0,48,2,USD,2,2,2019
31306,31306,1494033,1,1703884,51,1439,1,USD,2,2,2019
31307,31307,1494033,2,1703884,51,1411,2,USD,2,2,2019
31308,31308,1494034,1,1219767,43,182,3,USD,2,2,2019
31309,31309,1494036,1,1609589,65,79,6,USD,2,2,2019
31310,31310,1494036,3,1609589,65,920,1,USD,2,2,2019
31311,31311,1494036,4,1609589,65,1799,2,USD,2,2,2019
31312,31312,1494036,5,1609589,65,1666,5,USD,2,2,2019
31313,31313,1494036,6,1609589,65,1440,7,USD,2,2,2019
31314,31314,1494036,7,1609589,65,879,2,USD,2,2,2019
31315,31315,1494037,1,1816342,49,1656,1,USD,2,2,2019
31316,31316,1494037,2,1816342,49,72,5,USD,2,2,2019
31317,31317,1494037,3,1816342,49,86,3,USD,2,2,2019
31318,31318,1494037,5,1816342,49,1786,2,USD,2,2,2019
31319,31319,1494037,6,1816342,49,448,4,USD,2,2,2019
31320,31320,1494037,7,1816342,49,782,3,USD,2,2,2019
31321,31321,1494038,1,501047,22,338,3,EUR,2,2,2019
31322,31322,1494038,2,501047,22,1385,1,EUR,2,2,2019
31323,31323,1494038,3,501047,22,1274,2,EUR,2,2,2019
31324,31324,1494039,1,1981433,54,459,4,USD,2,2,2019
31325,31325,1494040,1,1390208,0,1627,2,USD,2,2,2019
31326,31326,1494040,2,1390208,0,182,2,USD,2,2,2019
31327,31327,1494041,1,1998481,65,460,6,USD,2,2,2019
31328,31328,1494041,2,1998481,65,996,3,USD,2,2,2019
31329,31329,1494041,3,1998481,65,427,6,USD,2,2,2019
31330,31330,1495000,1,1773061,54,2162,2,USD,3,2,2019
31331,31331,1495002,1,917772,42,1375,3,GBP,3,2,2019
31332,31332,1495002,2,917772,42,1814,2,GBP,3,2,2019
31333,31333,1495002,3,917772,42,51,4,GBP,3,2,2019
31334,31334,1496000,1,456958,24,456,1,EUR,4,2,2019
31335,31335,1496001,1,1564526,53,430,3,USD,4,2,2019
31336,31336,1496001,2,1564526,53,509,1,USD,4,2,2019
31337,31337,1496002,1,1373602,63,1597,1,USD,4,2,2019
31338,31338,1496002,2,1373602,63,1353,2,USD,4,2,2019
31339,31339,1496003,1,2083381,0,1177,5,USD,4,2,2019
31340,31340,1496003,2,2083381,0,1310,2,USD,4,2,2019
31341,31341,1496004,1,1577700,53,2495,2,USD,4,2,2019
31342,31342,1496005,1,1651796,65,1124,1,USD,4,2,2019
31343,31343,1496006,1,60411,6,1431,6,AUD,4,2,2019
31344,31344,1496006,2,60411,6,1693,1,AUD,4,2,2019
31345,31345,1496006,3,60411,6,2500,3,AUD,4,2,2019
31346,31346,1496006,4,60411,6,72,7,AUD,4,2,2019
31347,31347,1496008,1,564676,20,2490,1,EUR,4,2,2019
31348,31348,1496009,1,706638,0,2135,2,EUR,4,2,2019
31349,31349,1496010,1,188404,4,441,10,AUD,4,2,2019
31350,31350,1496012,1,775606,29,2369,1,EUR,4,2,2019
31351,31351,1496013,1,926874,38,1497,1,GBP,4,2,2019
31352,31352,1496013,2,926874,38,451,1,GBP,4,2,2019
31353,31353,1496013,3,926874,38,379,3,GBP,4,2,2019
31354,31354,1496013,4,926874,38,1270,4,GBP,4,2,2019
31355,31355,1496013,5,926874,38,1481,1,GBP,4,2,2019
31356,31356,1496014,1,521492,20,2136,5,EUR,4,2,2019
31357,31357,1496014,2,521492,20,611,10,EUR,4,2,2019
31358,31358,1496015,1,171253,0,137,1,AUD,4,2,2019
31359,31359,1496016,1,1193695,37,2009,5,GBP,4,2,2019
31360,31360,1496017,1,1058772,40,625,4,GBP,4,2,2019
31361,31361,1496017,2,1058772,40,1619,1,GBP,4,2,2019
31362,31362,1496018,1,1272285,47,1279,6,USD,4,2,2019
31363,31363,1496018,2,1272285,47,1619,3,USD,4,2,2019
31364,31364,1497000,1,505288,27,100,2,EUR,5,2,2019
31365,31365,1497001,1,1865702,57,76,1,USD,5,2,2019
31366,31366,1497001,2,1865702,57,114,4,USD,5,2,2019
31367,31367,1497001,4,1865702,57,430,4,USD,5,2,2019
31368,31368,1497001,5,1865702,57,434,2,USD,5,2,2019
31369,31369,1497001,6,1865702,57,1358,5,USD,5,2,2019
31370,31370,1497001,7,1865702,57,2085,3,USD,5,2,2019
31371,31371,1497002,1,550082,0,856,1,EUR,5,2,2019
31372,31372,1497004,1,565707,23,591,2,EUR,5,2,2019
31373,31373,1497004,2,565707,23,1633,3,EUR,5,2,2019
31374,31374,1497004,3,565707,23,94,4,EUR,5,2,2019
31375,31375,1497005,1,1010453,36,1787,4,GBP,5,2,2019
31376,31376,1497006,1,483702,27,1353,3,EUR,5,2,2019
31377,31377,1497007,1,1415255,59,1702,3,USD,5,2,2019
31378,31378,1497007,2,1415255,59,1572,7,USD,5,2,2019
31379,31379,1497007,3,1415255,59,1595,3,USD,5,2,2019
31380,31380,1497008,1,1149875,39,616,3,GBP,5,2,2019
31381,31381,1497009,1,1913981,53,1491,5,USD,5,2,2019
31382,31382,1497009,2,1913981,53,77,1,USD,5,2,2019
31383,31383,1497010,1,2025504,61,554,1,USD,5,2,2019
31384,31384,1497010,2,2025504,61,2127,7,USD,5,2,2019
31385,31385,1497012,1,738874,29,1549,3,EUR,5,2,2019
31386,31386,1497013,1,1129712,37,437,3,GBP,5,2,2019
31387,31387,1497014,1,1969433,0,1596,1,USD,5,2,2019
31388,31388,1497014,2,1969433,0,453,2,USD,5,2,2019
31389,31389,1497014,3,1969433,0,1484,1,USD,5,2,2019
31390,31390,1497014,4,1969433,0,2508,8,USD,5,2,2019
31391,31391,1497014,5,1969433,0,1633,1,USD,5,2,2019
31392,31392,1497014,6,1969433,0,2494,1,USD,5,2,2019
31393,31393,1497015,1,1018176,0,100,1,GBP,5,2,2019
31394,31394,1497015,2,1018176,0,1660,1,GBP,5,2,2019
31395,31395,1497016,1,1190713,37,1571,5,GBP,5,2,2019
31396,31396,1497016,2,1190713,37,421,2,GBP,5,2,2019
31397,31397,1497018,1,1672305,51,1581,1,USD,5,2,2019
31398,31398,1497019,1,528629,24,1720,3,EUR,5,2,2019
31399,31399,1497020,1,1340465,0,1541,2,USD,5,2,2019
31400,31400,1497020,2,1340465,0,1573,1,USD,5,2,2019
31401,31401,1497020,3,1340465,0,1348,1,USD,5,2,2019
31402,31402,1497020,4,1340465,0,1336,3,USD,5,2,2019
31403,31403,1497021,1,940688,39,427,3,GBP,5,2,2019
31404,31404,1497021,2,940688,39,1684,6,GBP,5,2,2019
31405,31405,1497021,3,940688,39,336,2,GBP,5,2,2019
31406,31406,1497022,1,2086673,61,1511,1,USD,5,2,2019
31407,31407,1497023,1,1921349,49,1453,6,USD,5,2,2019
31408,31408,1497024,1,1772778,47,2051,7,USD,5,2,2019
31409,31409,1498000,1,993480,0,540,1,GBP,6,2,2019
31410,31410,1498000,2,993480,0,149,5,GBP,6,2,2019
31411,31411,1498001,1,1889903,45,1812,3,USD,6,2,2019
31412,31412,1498001,2,1889903,45,92,6,USD,6,2,2019
31413,31413,1498003,1,411322,27,2491,1,EUR,6,2,2019
31414,31414,1498004,1,1736536,0,944,1,USD,6,2,2019
31415,31415,1498004,2,1736536,0,1532,1,USD,6,2,2019
31416,31416,1498005,1,1775819,0,1644,2,USD,6,2,2019
31417,31417,1498006,1,1440476,63,61,1,USD,6,2,2019
31418,31418,1498006,2,1440476,63,73,1,USD,6,2,2019
31419,31419,1498007,1,1251181,0,1378,1,USD,6,2,2019
31420,31420,1498007,2,1251181,0,1663,1,USD,6,2,2019
31421,31421,1498007,3,1251181,0,57,4,USD,6,2,2019
31422,31422,1498007,4,1251181,0,1341,2,USD,6,2,2019
31423,31423,1498007,5,1251181,0,1453,8,USD,6,2,2019
31424,31424,1498007,6,1251181,0,442,5,USD,6,2,2019
31425,31425,1498008,1,1497151,62,1663,1,USD,6,2,2019
31426,31426,1498008,2,1497151,62,1900,5,USD,6,2,2019
31427,31427,1498008,3,1497151,62,1624,2,USD,6,2,2019
31428,31428,1498009,1,1640519,55,1016,1,USD,6,2,2019
31429,31429,1498010,1,1401276,66,365,3,USD,6,2,2019
31430,31430,1498010,2,1401276,66,512,1,USD,6,2,2019
31431,31431,1498011,1,1546647,0,1634,3,USD,6,2,2019
31432,31432,1498012,1,1037348,42,1697,3,GBP,6,2,2019
31433,31433,1498012,2,1037348,42,1433,10,GBP,6,2,2019
31434,31434,1498012,3,1037348,42,1777,2,GBP,6,2,2019
31435,31435,1498013,1,1239387,63,1776,3,USD,6,2,2019
31436,31436,1498013,2,1239387,63,1425,4,USD,6,2,2019
31437,31437,1498014,1,879909,32,1686,6,EUR,6,2,2019
31438,31438,1498014,2,879909,32,457,1,EUR,6,2,2019
31439,31439,1498015,1,492040,27,1370,1,EUR,6,2,2019
31440,31440,1498015,2,492040,27,440,1,EUR,6,2,2019
31441,31441,1498015,3,492040,27,1298,1,EUR,6,2,2019
31442,31442,1498016,1,884417,33,71,2,EUR,6,2,2019
31443,31443,1498016,2,884417,33,1716,3,EUR,6,2,2019
31444,31444,1498016,3,884417,33,1449,1,EUR,6,2,2019
31445,31445,1498017,1,1489610,55,1587,1,USD,6,2,2019
31446,31446,1498017,2,1489610,55,1622,6,USD,6,2,2019
31447,31447,1498017,3,1489610,55,83,2,USD,6,2,2019
31448,31448,1498017,4,1489610,55,1397,1,USD,6,2,2019
31449,31449,1498019,1,1337241,0,103,3,USD,6,2,2019
31450,31450,1498019,2,1337241,0,1578,3,USD,6,2,2019
31451,31451,1498020,1,1477712,53,696,1,USD,6,2,2019
31452,31452,1498021,1,420996,24,1613,2,EUR,6,2,2019
31453,31453,1498021,2,420996,24,1547,1,EUR,6,2,2019
31454,31454,1498022,1,1599683,63,42,5,USD,6,2,2019
31455,31455,1498022,3,1599683,63,1588,6,USD,6,2,2019
31456,31456,1498023,1,264515,10,1660,6,CAD,6,2,2019
31457,31457,1498024,1,205333,0,2015,3,CAD,6,2,2019
31458,31458,1498024,2,205333,0,563,6,CAD,6,2,2019
31459,31459,1498024,3,205333,0,1653,3,CAD,6,2,2019
31460,31460,1498024,4,205333,0,1551,1,CAD,6,2,2019
31461,31461,1498024,5,205333,0,1613,7,CAD,6,2,2019
31462,31462,1498025,1,1761079,59,1399,2,USD,6,2,2019
31463,31463,1498025,2,1761079,59,1241,1,USD,6,2,2019
31464,31464,1498025,3,1761079,59,1488,2,USD,6,2,2019
31465,31465,1498025,4,1761079,59,1270,4,USD,6,2,2019
31466,31466,1498026,1,458731,27,1622,2,EUR,6,2,2019
31467,31467,1498026,2,458731,27,448,1,EUR,6,2,2019
31468,31468,1498027,1,1604428,0,1684,2,USD,6,2,2019
31469,31469,1498027,2,1604428,0,112,1,USD,6,2,2019
31470,31470,1498027,3,1604428,0,100,8,USD,6,2,2019
31471,31471,1498028,1,2032912,48,1111,2,USD,6,2,2019
31472,31472,1498028,2,2032912,48,2027,1,USD,6,2,2019
31473,31473,1498028,3,2032912,48,1331,2,USD,6,2,2019
31474,31474,1498030,1,445123,0,1685,1,EUR,6,2,2019
31475,31475,1498030,2,445123,0,1579,3,EUR,6,2,2019
31476,31476,1498031,1,1163237,0,106,1,GBP,6,2,2019
31477,31477,1498031,2,1163237,0,500,2,GBP,6,2,2019
31478,31478,1498031,3,1163237,0,1496,5,GBP,6,2,2019
31479,31479,1498031,4,1163237,0,1811,3,GBP,6,2,2019
31480,31480,1498032,1,1700848,64,1427,1,USD,6,2,2019
31481,31481,1499000,1,1251211,49,1698,1,USD,7,2,2019
31482,31482,1499001,1,1300622,64,82,6,USD,7,2,2019
31483,31483,1499001,2,1300622,64,70,1,USD,7,2,2019
31484,31484,1499002,1,2067371,62,1517,3,USD,7,2,2019
31485,31485,1499002,2,2067371,62,6,4,USD,7,2,2019
31486,31486,1499004,1,1691086,0,82,1,USD,7,2,2019
31487,31487,1499004,2,1691086,0,2088,2,USD,7,2,2019
31488,31488,1499005,1,1480971,64,546,5,USD,7,2,2019
31489,31489,1499005,2,1480971,64,421,3,USD,7,2,2019
31490,31490,1499005,3,1480971,64,913,5,USD,7,2,2019
31491,31491,1499005,4,1480971,64,1703,6,USD,7,2,2019
31492,31492,1499006,1,1217153,48,960,3,USD,7,2,2019
31493,31493,1499006,2,1217153,48,1552,3,USD,7,2,2019
31494,31494,1499007,1,1884026,0,1496,3,USD,7,2,2019
31495,31495,1499007,2,1884026,0,547,4,USD,7,2,2019
31496,31496,1499007,3,1884026,0,1526,2,USD,7,2,2019
31497,31497,1499008,1,1860389,0,1428,3,USD,7,2,2019
31498,31498,1499009,1,1840260,62,396,6,USD,7,2,2019
31499,31499,1499009,2,1840260,62,1373,7,USD,7,2,2019
31500,31500,1499009,3,1840260,62,2498,1,USD,7,2,2019
31501,31501,1499010,1,564676,24,440,1,EUR,7,2,2019
31502,31502,1499011,1,2057721,65,1815,4,USD,7,2,2019
31503,31503,1499013,1,774483,29,76,4,EUR,7,2,2019
31504,31504,1499013,2,774483,29,899,1,EUR,7,2,2019
31505,31505,1499013,3,774483,29,551,3,EUR,7,2,2019
31506,31506,1499014,1,715379,29,62,2,EUR,7,2,2019
31507,31507,1499015,1,992981,40,67,1,GBP,7,2,2019
31508,31508,1499017,1,1248961,0,149,1,USD,7,2,2019
31509,31509,1499018,1,1588395,64,1313,7,USD,7,2,2019
31510,31510,1499018,2,1588395,64,433,8,USD,7,2,2019
31511,31511,1499019,1,1590257,0,47,7,USD,7,2,2019
31512,31512,1499019,2,1590257,0,1592,2,USD,7,2,2019
31513,31513,1499021,1,1170836,40,1413,1,GBP,7,2,2019
31514,31514,1499021,2,1170836,40,68,2,GBP,7,2,2019
31515,31515,1499022,1,1058061,0,1631,5,GBP,7,2,2019
31516,31516,1499023,1,1637055,63,544,4,USD,7,2,2019
31517,31517,1499023,2,1637055,63,434,4,USD,7,2,2019
31518,31518,1499023,3,1637055,63,56,3,USD,7,2,2019
31519,31519,1499024,1,2084056,51,455,8,USD,7,2,2019
31520,31520,1499025,1,1616811,54,1553,1,USD,7,2,2019
31521,31521,1499025,2,1616811,54,2093,4,USD,7,2,2019
31522,31522,1499026,1,2075340,64,1639,7,USD,7,2,2019
31523,31523,1499028,1,844760,34,685,2,EUR,7,2,2019
31524,31524,1499029,1,293936,10,1594,2,CAD,7,2,2019
31525,31525,1499031,1,992788,42,1780,7,GBP,7,2,2019
31526,31526,1499031,2,992788,42,920,2,GBP,7,2,2019
31527,31527,1499032,1,913935,38,320,2,GBP,7,2,2019
31528,31528,1499032,3,913935,38,1631,4,GBP,7,2,2019
31529,31529,1499032,4,913935,38,75,3,GBP,7,2,2019
31530,31530,1499033,1,827041,31,2067,4,EUR,7,2,2019
31531,31531,1499033,2,827041,31,496,2,EUR,7,2,2019
31532,31532,1499033,3,827041,31,105,2,EUR,7,2,2019
31533,31533,1499033,4,827041,31,1638,2,EUR,7,2,2019
31534,31534,1499034,1,1264100,48,996,4,USD,7,2,2019
31535,31535,1499034,2,1264100,48,625,6,USD,7,2,2019
31536,31536,1499035,1,451162,19,1629,5,EUR,7,2,2019
31537,31537,1499035,2,451162,19,1555,1,EUR,7,2,2019
31538,31538,1499035,3,451162,19,1227,3,EUR,7,2,2019
31539,31539,1500000,1,1251392,61,46,3,USD,8,2,2019
31540,31540,1500000,2,1251392,61,1401,3,USD,8,2,2019
31541,31541,1500000,3,1251392,61,169,1,USD,8,2,2019
31542,31542,1500002,1,503562,22,1511,5,EUR,8,2,2019
31543,31543,1500002,2,503562,22,2512,1,EUR,8,2,2019
31544,31544,1500002,3,503562,22,1714,2,EUR,8,2,2019
31545,31545,1500002,4,503562,22,80,1,EUR,8,2,2019
31546,31546,1500003,1,1970732,0,2186,7,USD,8,2,2019
31547,31547,1500004,1,1884663,53,1318,4,USD,8,2,2019
31548,31548,1500004,2,1884663,53,1957,7,USD,8,2,2019
31549,31549,1500004,3,1884663,53,1311,1,USD,8,2,2019
31550,31550,1500004,4,1884663,53,1468,3,USD,8,2,2019
31551,31551,1500004,5,1884663,53,1957,6,USD,8,2,2019
31552,31552,1500004,6,1884663,53,367,1,USD,8,2,2019
31553,31553,1500004,7,1884663,53,1515,3,USD,8,2,2019
31554,31554,1500005,1,2018685,63,433,7,USD,8,2,2019
31555,31555,1500006,1,1816741,43,1296,2,USD,8,2,2019
31556,31556,1500006,2,1816741,43,71,4,USD,8,2,2019
31557,31557,1500007,1,399053,8,1460,5,CAD,8,2,2019
31558,31558,1500007,2,399053,8,1510,2,CAD,8,2,2019
31559,31559,1500007,3,399053,8,452,1,CAD,8,2,2019
31560,31560,1500007,4,399053,8,1012,5,CAD,8,2,2019
31561,31561,1500007,5,399053,8,1648,2,CAD,8,2,2019
31562,31562,1500007,6,399053,8,2172,1,CAD,8,2,2019
31563,31563,1500007,7,399053,8,1733,3,CAD,8,2,2019
31564,31564,1500008,1,406124,0,1660,4,EUR,8,2,2019
